location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Toulouse,12/1/2014 0:00,0,0,0,0
Venice,12/1/2014 0:00,0,0,0,0
Tulsa,12/1/2014 0:00,0,0,0,0
Tunis,12/1/2014 0:00,0,0,0.02,0
Knoxville,12/1/2014 0:00,0,0,0,0
Valencia,12/1/2014 0:00,0,0,0,0
Springdale,12/1/2014 0:00,0,0,0,0
Ottawa,12/1/2014 0:00,0,0,0,0
Quebec City,12/1/2014 0:00,0,0,0,0
Toronto,12/1/2014 0:00,0,0,0,0
Montreal,12/1/2014 0:00,0,0,0,0
Zakinthos,12/1/2014 0:00,0,0,0,0
Annaba,1/1/2015 0:00,0,0,0,0
Anapa,1/1/2015 0:00,0,0,0,0
Atlantic City,1/1/2015 0:00,0,0,0,0
Malaga,1/1/2015 0:00,0,0,0,0
Ajaccio,1/1/2015 0:00,0,0,0.01,0
Alicante,1/1/2015 0:00,0,0,0.01,0
Algiers,1/1/2015 0:00,0,0,0.02,0
Amsterdam,1/1/2015 0:00,0,0,0,0
Athens,1/1/2015 0:00,0,0,0,0
Atlanta,1/1/2015 0:00,0,0,0,0
Austin,1/1/2015 0:00,0,0,0.01,0
Antalya,1/1/2015 0:00,0,0,0,0
Barcelona,1/1/2015 0:00,0,0,0,0
Hartford,1/1/2015 0:00,0,0,0,0
Berlin,1/1/2015 0:00,0,0,0,0
Brest,1/1/2015 0:00,0,0,0.01,0
Beirut,1/1/2015 0:00,0,0,0,0
Milan,1/1/2015 0:00,0,0,0,0
"Birmingham, US",1/1/2015 0:00,0,0,0,0
Bastia,1/1/2015 0:00,0,0,0.01,0
Bilbao,1/1/2015 0:00,0,0,0,0
Biarritz,1/1/2015 0:00,0,0,0,0
Bejaia,1/1/2015 0:00,0,0,0,0
Bodrum,1/1/2015 0:00,0,0,0,0
Batna,1/1/2015 0:00,0,0,0,0
Nashville,1/1/2015 0:00,0,0,0,0
Bordeaux,1/1/2015 0:00,0,0,0.01,0
Boston,1/1/2015 0:00,0,0,0,0
Bari,1/1/2015 0:00,0,0,0,0
Brussels,1/1/2015 0:00,0,0,0,0
Biskra,1/1/2015 0:00,0,0,0,0
Basel,1/1/2015 0:00,0,0,0,0
Buffalo,1/1/2015 0:00,0,0,0,0
Baltimore,1/1/2015 0:00,0,0,0,0
Akron,1/1/2015 0:00,0,0,0,0
Clermont-Ferrand,1/1/2015 0:00,0,0,0,0
Chania,1/1/2015 0:00,0,0,0,0
"Charleston, SC, US",1/1/2015 0:00,0,0,0.02,0
Cleveland,1/1/2015 0:00,0,0,0,0
Charlotte,1/1/2015 0:00,0,0,0,0
Calvi,1/1/2015 0:00,0,0,0.01,0
"Columbus, OH, US",1/1/2015 0:00,0,0,0,0
Catania,1/1/2015 0:00,0,0,0.01,0
Cincinnati,1/1/2015 0:00,0,0,0,0
Constantine,1/1/2015 0:00,0,0,0,0
Dayton,1/1/2015 0:00,0,0,0,0
Washington DC,1/1/2015 0:00,0,0,0,0
Denver,1/1/2015 0:00,0,0,0,0
Djerba,1/1/2015 0:00,0,0,0.01,0
Moscow,1/1/2015 0:00,0,0,0,0
Des Moines,1/1/2015 0:00,0,0,0,0
Detroit,1/1/2015 0:00,0,0,0,0
Dusseldorf,1/1/2015 0:00,0,0,0,0
El Paso,1/1/2015 0:00,0,0,0,0
St. Eustatius,1/1/2015 0:00,0,0,0,0
Frankfurt,1/1/2015 0:00,0,0,0,0
Figari,1/1/2015 0:00,0,0,0.01,0
Grand Rapids,1/1/2015 0:00,0,0,0,0
Greensboro,1/1/2015 0:00,0,0,0,0
"Greenville, SC, US",1/1/2015 0:00,0,0,0,0
Geneva,1/1/2015 0:00,0,0,0,0
Hamburg,1/1/2015 0:00,0,0,0,0
Heraklion,1/1/2015 0:00,0,0,0,0
Hong Kong,1/1/2015 0:00,0,0,0.01,0
Tokyo,1/1/2015 0:00,0,0,0,0
Huntsville,1/1/2015 0:00,0,0,0,0
Ibiza,1/1/2015 0:00,0,0,0,0
Wichita,1/1/2015 0:00,0,0,0,0
Kiev,1/1/2015 0:00,0,0,0,0
Indianapolis,1/1/2015 0:00,0,0,0,0
Istanbul,1/1/2015 0:00,0,0,0,0
Jackson,1/1/2015 0:00,0,0,0,0
Mikonos,1/1/2015 0:00,0,0,0,0
Santorini,1/1/2015 0:00,0,0,0,0
Kos,1/1/2015 0:00,0,0,0,0
Krasnodar,1/1/2015 0:00,0,0,0,0
Las Vegas,1/1/2015 0:00,0,0,0,0
Lubbock,1/1/2015 0:00,0,0,0,0
Lourdes,1/1/2015 0:00,0,0,0,0
Lexington,1/1/2015 0:00,0,0,0,0
Lisbon,1/1/2015 0:00,0,0,0.04,0
Little Rock,1/1/2015 0:00,0,0,0,0
Lyon,1/1/2015 0:00,0,0,0,0
Madrid,1/1/2015 0:00,0,0,0,0
Odessa,1/1/2015 0:00,0,0,0,0
Kansas City,1/1/2015 0:00,0,0,0,0
Chicago,1/1/2015 0:00,0,0,0,0
Memphis,1/1/2015 0:00,0,0,0,0
Monastir,1/1/2015 0:00,0,0,0,0
Milwaukee,1/1/2015 0:00,0,0,0,0
Monroe,1/1/2015 0:00,0,0,0,0
Montpellier,1/1/2015 0:00,0,0,0,0
Minneapolis,1/1/2015 0:00,0,0,0,0
Monterrey,1/1/2015 0:00,0,0,0.03,0
Myrtle Beach,1/1/2015 0:00,0,0,0.02,0
Naples,1/1/2015 0:00,0,0,0,0
Nice,1/1/2015 0:00,0,0,0.01,0
Nantes,1/1/2015 0:00,0,0,0,0
Oklahoma City,1/1/2015 0:00,0,0,0,0
Omaha,1/1/2015 0:00,0,0,0,0
Norfolk,1/1/2015 0:00,0,0,0,0
Oran,1/1/2015 0:00,0,0,0,0
Paphos,1/1/2015 0:00,0,0,0,0
Perpignan,1/1/2015 0:00,0,0,0,0
Philadelphia,1/1/2015 0:00,0,0,0,0
Pittsburgh,1/1/2015 0:00,0,0,0,0
Palma de Mallorca,1/1/2015 0:00,0,0,0.04,0
Palermo,1/1/2015 0:00,0,0,0,0
Pau,1/1/2015 0:00,0,0,0,0
Providence,1/1/2015 0:00,0,0,0,0
Setif,1/1/2015 0:00,0,0,0,0
Raleigh,1/1/2015 0:00,0,0,0,0
Richmond,1/1/2015 0:00,0,0,0,0
"Rochester, NY, US",1/1/2015 0:00,0,0,0,0
Saba,1/1/2015 0:00,0,0,0.01,0
San Diego,1/1/2015 0:00,0,0,0.06,0
"San Antonio, US",1/1/2015 0:00,0,0,0.01,0
Savannah,1/1/2015 0:00,0,0,0,0
Louisville,1/1/2015 0:00,0,0,0,0
Seattle,1/1/2015 0:00,0,0,0,0
Salt Lake City,1/1/2015 0:00,0,0,0,0
Sharm el-Sheikh,1/1/2015 0:00,0,0,0,0
St. Louis,1/1/2015 0:00,0,0,0,0
Lamezia Terme,1/1/2015 0:00,0,0,0,0
Strasbourg,1/1/2015 0:00,0,0,0,0
Syracuse,1/1/2015 0:00,0,0,0,0
Toulon,1/1/2015 0:00,0,0,0,0
Toulouse,1/1/2015 0:00,0,0,0,0
Venice,1/1/2015 0:00,0,0,0,0
Tulsa,1/1/2015 0:00,0,0,0,0
Tunis,1/1/2015 0:00,0,0,0.01,0
Knoxville,1/1/2015 0:00,0,0,0,0
Valencia,1/1/2015 0:00,0,0,0,0
Springdale,1/1/2015 0:00,0,0,0,0
Ottawa,1/1/2015 0:00,0,0,0,0
Quebec City,1/1/2015 0:00,0,0,0,0
Toronto,1/1/2015 0:00,0,0,0,0
Montreal,1/1/2015 0:00,0,0,0,0
Zakinthos,1/1/2015 0:00,0,0,0,0
Annaba,2/1/2015 0:00,0,0,0,0
Anapa,2/1/2015 0:00,0,0,0,0
Atlantic City,2/1/2015 0:00,0,0,0,0
Malaga,2/1/2015 0:00,0,0,0,0
Ajaccio,2/1/2015 0:00,0,0,0.02,0
Alicante,2/1/2015 0:00,0,0,0.02,0
Algiers,2/1/2015 0:00,0,0,0.02,0
Amsterdam,2/1/2015 0:00,0,0,0,0
Athens,2/1/2015 0:00,0,0,0,0
Antalya,2/1/2015 0:00,0,0,0,0
Barcelona,2/1/2015 0:00,0,0,0,0
Hartford,2/1/2015 0:00,0,0,0,0
Berlin,2/1/2015 0:00,0,0,0,0
Brest,2/1/2015 0:00,0,0,0.01,0
Beirut,2/1/2015 0:00,0,0,0,0
Milan,2/1/2015 0:00,0,0,0,0
"Birmingham, US",2/1/2015 0:00,0,0,0.01,0
Bastia,2/1/2015 0:00,0,0,0.01,0
Bilbao,2/1/2015 0:00,0,0,0,0
Biarritz,2/1/2015 0:00,0,0,0,0
Bejaia,2/1/2015 0:00,0,0,0,0
Bodrum,2/1/2015 0:00,0,0,0,0
Batna,2/1/2015 0:00,0,0,0,0
Nashville,2/1/2015 0:00,0,0,0,0
Boston,2/1/2015 0:00,0,0,0,0
Bari,2/1/2015 0:00,0,0,0,0
Brussels,2/1/2015 0:00,0,0,0,0
Biskra,2/1/2015 0:00,0,0,0,0
Basel,2/1/2015 0:00,0,0,0,0
Buffalo,2/1/2015 0:00,0,0,0,0
Baltimore,2/1/2015 0:00,0,0,0,0
Akron,2/1/2015 0:00,0,0,0,0
Clermont-Ferrand,2/1/2015 0:00,0,0,0,0
Chania,2/1/2015 0:00,0,0,0,0
Cleveland,2/1/2015 0:00,0,0,0,0
Charlotte,2/1/2015 0:00,0,0,0,0
Calvi,2/1/2015 0:00,0,0,0.01,0
"Columbus, OH, US",2/1/2015 0:00,0,0,0,0
Catania,2/1/2015 0:00,0,0,0,0
Cincinnati,2/1/2015 0:00,0,0,0,0
Constantine,2/1/2015 0:00,0,0,0,0
Dayton,2/1/2015 0:00,0,0,0,0
Washington DC,2/1/2015 0:00,0,0,0,0
Denver,2/1/2015 0:00,0,0,0,0
Djerba,2/1/2015 0:00,0,0,0,0
Moscow,2/1/2015 0:00,0,0,0,0
Des Moines,2/1/2015 0:00,0,0,0,0
Detroit,2/1/2015 0:00,0,0,0,0
Dusseldorf,2/1/2015 0:00,0,0,0,0
Dzaoudzi,2/1/2015 0:00,0,0,0,0
El Paso,2/1/2015 0:00,0,0,0,0
Rome,2/1/2015 0:00,0,0,0.02,0
Frankfurt,2/1/2015 0:00,0,0,0,0
Figari,2/1/2015 0:00,0,0,0.01,0
Grand Rapids,2/1/2015 0:00,0,0,0,0
Greensboro,2/1/2015 0:00,0,0,0,0
"Greenville, SC, US",2/1/2015 0:00,0,0,0,0
Geneva,2/1/2015 0:00,0,0,0,0
Hamburg,2/1/2015 0:00,0,0,0,0
Heraklion,2/1/2015 0:00,0,0,0,0
Hong Kong,2/1/2015 0:00,0,0,0.05,0
Tokyo,2/1/2015 0:00,0,0,0,0
Huntsville,2/1/2015 0:00,0,0,0,0
Ibiza,2/1/2015 0:00,0,0,0,0
Wichita,2/1/2015 0:00,0,0,0,0
Kiev,2/1/2015 0:00,0,0,0,0
Indianapolis,2/1/2015 0:00,0,0,0,0
Istanbul,2/1/2015 0:00,0,0,0,0
Jackson,2/1/2015 0:00,0,0,0,0
Mikonos,2/1/2015 0:00,0,0,0,0
Santorini,2/1/2015 0:00,0,0,0,0
Kos,2/1/2015 0:00,0,0,0,0
Krasnodar,2/1/2015 0:00,0,0,0,0
Las Vegas,2/1/2015 0:00,0,0,0,0
Lubbock,2/1/2015 0:00,0,0,0,0
Lourdes,2/1/2015 0:00,0,0,0,0
Lexington,2/1/2015 0:00,0,0,0,0
Lisbon,2/1/2015 0:00,0,0,0.05,0
Little Rock,2/1/2015 0:00,0,0,0,0
Lyon,2/1/2015 0:00,0,0,0,0
Madrid,2/1/2015 0:00,0,0,0,0
Odessa,2/1/2015 0:00,0,0,0,0
Kansas City,2/1/2015 0:00,0,0,0,0
Chicago,2/1/2015 0:00,0,0,0,0
Memphis,2/1/2015 0:00,0,0,0,0
Monastir,2/1/2015 0:00,0,0,0,0
Milwaukee,2/1/2015 0:00,0,0,0,0
Monroe,2/1/2015 0:00,0,0,0,0
Montpellier,2/1/2015 0:00,0,0,0,0
Marseille,2/1/2015 0:00,0,0,0.01,0
Mauritius,2/1/2015 0:00,0,0,0.01,0
Minneapolis,2/1/2015 0:00,0,0,0,0
Myrtle Beach,2/1/2015 0:00,0,0,0.06,0
Naples,2/1/2015 0:00,0,0,0,0
Nice,2/1/2015 0:00,0,0,0.01,0
Nantes,2/1/2015 0:00,0,0,0.01,0
Oklahoma City,2/1/2015 0:00,0,0,0,0
Omaha,2/1/2015 0:00,0,0,0,0
Norfolk,2/1/2015 0:00,0,0,0,0
Oran,2/1/2015 0:00,0,0,0,0
Paphos,2/1/2015 0:00,0,0,0,0
Perpignan,2/1/2015 0:00,0,0,0,0
Philadelphia,2/1/2015 0:00,0,0,0,0
Pittsburgh,2/1/2015 0:00,0,0,0,0
Palma de Mallorca,2/1/2015 0:00,0,0,0.01,0
Palermo,2/1/2015 0:00,0,0,0,0
Pau,2/1/2015 0:00,0,0,0,0
Providence,2/1/2015 0:00,0,0,0,0
Setif,2/1/2015 0:00,0,0,0,0
Raleigh,2/1/2015 0:00,0,0,0,0
Richmond,2/1/2015 0:00,0,0,0,0
"Rochester, NY, US",2/1/2015 0:00,0,0,0,0
Reunion,2/1/2015 0:00,0,0,0,0
Savannah,2/1/2015 0:00,0,0,0.01,0
Louisville,2/1/2015 0:00,0,0,0,0
Seattle,2/1/2015 0:00,0,0,0,0
Salt Lake City,2/1/2015 0:00,0,0,0,0
Sharm el-Sheikh,2/1/2015 0:00,0,0,0,0
St. Louis,2/1/2015 0:00,0,0,0,0
Lamezia Terme,2/1/2015 0:00,0,0,0,0
Strasbourg,2/1/2015 0:00,0,0,0,0
Syracuse,2/1/2015 0:00,0,0,0,0
Toulon,2/1/2015 0:00,0,0,0.01,0
Toulouse,2/1/2015 0:00,0,0,0,0
Venice,2/1/2015 0:00,0,0,0,0
Tulsa,2/1/2015 0:00,0,0,0,0
Tunis,2/1/2015 0:00,0,0,0.01,0
Knoxville,2/1/2015 0:00,0,0,0,0
Valencia,2/1/2015 0:00,0,0,0,0
Springdale,2/1/2015 0:00,0,0,0,0
Ottawa,2/1/2015 0:00,0,0,0,0
Quebec City,2/1/2015 0:00,0,0,0,0
Toronto,2/1/2015 0:00,0,0,0,0
Montreal,2/1/2015 0:00,0,0,0,0
Zakinthos,2/1/2015 0:00,0,0,0,0
Annaba,3/1/2015 0:00,0,0,0,0
Anapa,3/1/2015 0:00,0,0,0,0
Atlantic City,3/1/2015 0:00,0,0,0,0
Malaga,3/1/2015 0:00,0,0,0.03,0
Ajaccio,3/1/2015 0:00,0,0,0.03,0
Alicante,3/1/2015 0:00,0,0,0.04,0
Algiers,3/1/2015 0:00,0,0,0.02,0
Amsterdam,3/1/2015 0:00,0,0,0,0
Athens,3/1/2015 0:00,0,0,0.01,0
Antalya,3/1/2015 0:00,0,0,0,0
Barcelona,3/1/2015 0:00,0,0,0,0
Hartford,3/1/2015 0:00,0,0,0,0
Berlin,3/1/2015 0:00,0,0,0,0
Brest,3/1/2015 0:00,0,0,0.01,0
Beirut,3/1/2015 0:00,0,0,0,0
Milan,3/1/2015 0:00,0,0,0,0
Bastia,3/1/2015 0:00,0,0,0.03,0
Bilbao,3/1/2015 0:00,0,0,0,0
Biarritz,3/1/2015 0:00,0,0,0,0
Bejaia,3/1/2015 0:00,0,0,0,0
Bodrum,3/1/2015 0:00,0,0,0,0
Batna,3/1/2015 0:00,0,0,0,0
Boston,3/1/2015 0:00,0,0,0,0
Bari,3/1/2015 0:00,0,0,0,0
Brussels,3/1/2015 0:00,0,0,0,0
Biskra,3/1/2015 0:00,0,0,0,0
Basel,3/1/2015 0:00,0,0,0,0
Buffalo,3/1/2015 0:00,0,0,0,0
Baltimore,3/1/2015 0:00,0,0,0,0
Akron,3/1/2015 0:00,0,0,0,0
Clermont-Ferrand,3/1/2015 0:00,0,0,0,0
Chania,3/1/2015 0:00,0,0,0,0
Cleveland,3/1/2015 0:00,0,0,0,0
Calvi,3/1/2015 0:00,0,0,0.02,0
"Columbus, OH, US",3/1/2015 0:00,0,0,0,0
Catania,3/1/2015 0:00,0,0,0,0
Cincinnati,3/1/2015 0:00,0,0,0,0
Constantine,3/1/2015 0:00,0,0,0,0
Dayton,3/1/2015 0:00,0,0,0,0
Denver,3/1/2015 0:00,0,0,0,0
Djerba,3/1/2015 0:00,0,0,0,0
Moscow,3/1/2015 0:00,0,0,0,0
Des Moines,3/1/2015 0:00,0,0,0,0
Detroit,3/1/2015 0:00,0,0,0,0
Dusseldorf,3/1/2015 0:00,0,0,0,0
Dzaoudzi,3/1/2015 0:00,0,0,0,0
El Paso,3/1/2015 0:00,0,0,0.01,0
Frankfurt,3/1/2015 0:00,0,0,0,0
Figari,3/1/2015 0:00,0,0,0.01,0
Grand Rapids,3/1/2015 0:00,0,0,0,0
Greensboro,3/1/2015 0:00,0,0,0.02,0
"Greenville, SC, US",3/1/2015 0:00,0,0,0,0
Geneva,3/1/2015 0:00,0,0,0,0
Hamburg,3/1/2015 0:00,0,0,0,0
Heraklion,3/1/2015 0:00,0,0,0,0
Tokyo,3/1/2015 0:00,0,0,0,0
Huntsville,3/1/2015 0:00,0,0,0,0
Ibiza,3/1/2015 0:00,0,0,0,0
Wichita,3/1/2015 0:00,0,0,0,0
Kiev,3/1/2015 0:00,0,0,0,0
Indianapolis,3/1/2015 0:00,0,0,0,0
Istanbul,3/1/2015 0:00,0,0,0,0
Mikonos,3/1/2015 0:00,0,0,0,0
Santorini,3/1/2015 0:00,0,0,0,0
Kos,3/1/2015 0:00,0,0,0,0
Krasnodar,3/1/2015 0:00,0,0,0,0
Las Vegas,3/1/2015 0:00,0,0,0,0
Lubbock,3/1/2015 0:00,0,0,0.01,0
Lourdes,3/1/2015 0:00,0,0,0,0
Lexington,3/1/2015 0:00,0,0,0,0
Little Rock,3/1/2015 0:00,0,0,0.03,0
Lyon,3/1/2015 0:00,0,0,0,0
Odessa,3/1/2015 0:00,0,0,0.03,0
Kansas City,3/1/2015 0:00,0,0,0,0
Chicago,3/1/2015 0:00,0,0,0,0
Memphis,3/1/2015 0:00,0,0,0.03,0
Monastir,3/1/2015 0:00,0,0,0,0
Milwaukee,3/1/2015 0:00,0,0,0,0
Monroe,3/1/2015 0:00,0,0,0.01,0
Montpellier,3/1/2015 0:00,0,0,0.01,0
Marseille,3/1/2015 0:00,0,0,0.04,0
Minneapolis,3/1/2015 0:00,0,0,0,0
Myrtle Beach,3/1/2015 0:00,0,0,0.05,0
Naples,3/1/2015 0:00,0,0,0,0
Nice,3/1/2015 0:00,0,0,0.03,0
Nantes,3/1/2015 0:00,0,0,0.01,0
Oklahoma City,3/1/2015 0:00,0,0,0.04,0
Omaha,3/1/2015 0:00,0,0,0,0
Norfolk,3/1/2015 0:00,0,0,0,0
Oran,3/1/2015 0:00,0,0,0,0
Paphos,3/1/2015 0:00,0,0,0,0
Perpignan,3/1/2015 0:00,0,0,0,0
Philadelphia,3/1/2015 0:00,0,0,0,0
Pittsburgh,3/1/2015 0:00,0,0,0,0
Palma de Mallorca,3/1/2015 0:00,0,0,0.03,0
Palermo,3/1/2015 0:00,0,0,0,0
Pau,3/1/2015 0:00,0,0,0,0
Providence,3/1/2015 0:00,0,0,0,0
Setif,3/1/2015 0:00,0,0,0,0
Richmond,3/1/2015 0:00,0,0,0,0
"Rochester, NY, US",3/1/2015 0:00,0,0,0,0
Savannah,3/1/2015 0:00,0,0,0.02,0
Louisville,3/1/2015 0:00,0,0,0,0
Seattle,3/1/2015 0:00,0,0,0,0
Salt Lake City,3/1/2015 0:00,0,0,0,0
Sharm el-Sheikh,3/1/2015 0:00,0,0,0,0
St. Louis,3/1/2015 0:00,0,0,0.01,0
Lamezia Terme,3/1/2015 0:00,0,0,0,0
Strasbourg,3/1/2015 0:00,0,0,0,0
Syracuse,3/1/2015 0:00,0,0,0,0
Toulon,3/1/2015 0:00,0,0,0.02,0
Toulouse,3/1/2015 0:00,0,0,0,0
Venice,3/1/2015 0:00,0,0,0,0
Tulsa,3/1/2015 0:00,0,0,0.03,0
Tunis,3/1/2015 0:00,0,0,0.01,0
Knoxville,3/1/2015 0:00,0,0,0.01,0
Valencia,3/1/2015 0:00,0,0,0,0
Springdale,3/1/2015 0:00,0,0,0.03,0
Ottawa,3/1/2015 0:00,0,0,0,0
Quebec City,3/1/2015 0:00,0,0,0,0
Toronto,3/1/2015 0:00,0,0,0,0
Montreal,3/1/2015 0:00,0,0,0,0
Zakinthos,3/1/2015 0:00,0,0,0,0
Annaba,4/1/2015 0:00,0,0,0,0
Anapa,4/1/2015 0:00,0,0,0,0
Atlantic City,4/1/2015 0:00,0,0,0,0
Malaga,4/1/2015 0:00,0,0,0.03,0
Ajaccio,4/1/2015 0:00,0,0,0.02,0
Algiers,4/1/2015 0:00,0,0,0.01,0
Amsterdam,4/1/2015 0:00,0,0,0.01,0
Athens,4/1/2015 0:00,0,0,0.01,0
Antalya,4/1/2015 0:00,0,0,0,0
Hartford,4/1/2015 0:00,0,0,0,0
Berlin,4/1/2015 0:00,0,0,0.01,0
Brest,4/1/2015 0:00,0,0,0,0
Beirut,4/1/2015 0:00,0,0,0.01,0
Milan,4/1/2015 0:00,0,0,0,0
"Birmingham, US",4/1/2015 0:00,0,0,0.04,0
Bastia,4/1/2015 0:00,0,0,0.02,0
Bilbao,4/1/2015 0:00,0,0,0,0
Biarritz,4/1/2015 0:00,0,0,0,0
Bejaia,4/1/2015 0:00,0,0,0,0
Bodrum,4/1/2015 0:00,0,0,0,0
Batna,4/1/2015 0:00,0,0,0,0
Bordeaux,4/1/2015 0:00,0,0,0.03,0
Mumbai,4/1/2015 0:00,0,0,0.01,0
Boston,4/1/2015 0:00,0,0,0,0
Bari,4/1/2015 0:00,0,0,0,0
Brussels,4/1/2015 0:00,0,0,0.03,0
Biskra,4/1/2015 0:00,0,0,0,0
Basel,4/1/2015 0:00,0,0,0,0
Buffalo,4/1/2015 0:00,0,0,0,0
Baltimore,4/1/2015 0:00,0,0,0.02,0
Akron,4/1/2015 0:00,0,0,0,0
Clermont-Ferrand,4/1/2015 0:00,0,0,0,0
Chania,4/1/2015 0:00,0,0,0,0
Cleveland,4/1/2015 0:00,0,0,0,0
Calvi,4/1/2015 0:00,0,0,0.02,0
"Columbus, OH, US",4/1/2015 0:00,0,0,0.01,0
Catania,4/1/2015 0:00,0,0,0,0
Cincinnati,4/1/2015 0:00,0,0,0.01,0
Constantine,4/1/2015 0:00,0,0,0,0
Dayton,4/1/2015 0:00,0,0,0,0
Denver,4/1/2015 0:00,0,0,0,0
Djerba,4/1/2015 0:00,0,0,0,0
Moscow,4/1/2015 0:00,0,0,0,0
Des Moines,4/1/2015 0:00,0,0,0,0
Detroit,4/1/2015 0:00,0,0,0,0
Dusseldorf,4/1/2015 0:00,0,0,0.01,0
Dzaoudzi,4/1/2015 0:00,0,0,0,0
El Paso,4/1/2015 0:00,0,0,0.01,0
St. Eustatius,4/1/2015 0:00,0,0,0,0
Frankfurt,4/1/2015 0:00,0,0,0.02,0
Figari,4/1/2015 0:00,0,0,0,0
Grand Rapids,4/1/2015 0:00,0,0,0,0
Greensboro,4/1/2015 0:00,0,0,0.04,0
"Greenville, SC, US",4/1/2015 0:00,0,0,0.01,0
Geneva,4/1/2015 0:00,0,0,0,0
Hamburg,4/1/2015 0:00,0,0,0,0
Heraklion,4/1/2015 0:00,0,0,0,0
Tokyo,4/1/2015 0:00,0,0,0.03,0
Huntsville,4/1/2015 0:00,0,0,0,0
Ibiza,4/1/2015 0:00,0,0,0,0
Wichita,4/1/2015 0:00,0,0,0.01,0
Kiev,4/1/2015 0:00,0,0,0,0
Indianapolis,4/1/2015 0:00,0,0,0.02,0
Jackson,4/1/2015 0:00,0,0,0.01,0
Mikonos,4/1/2015 0:00,0,0,0,0
Santorini,4/1/2015 0:00,0,0,0,0
Kos,4/1/2015 0:00,0,0,0,0
Krasnodar,4/1/2015 0:00,0,0,0,0
Las Vegas,4/1/2015 0:00,0,0,0,0
Lubbock,4/1/2015 0:00,0,0,0,0
Lourdes,4/1/2015 0:00,0,0,0,0
Lexington,4/1/2015 0:00,0,0,0.01,0
Little Rock,4/1/2015 0:00,0,0,0.03,0
Lyon,4/1/2015 0:00,0,0,0.01,0
Odessa,4/1/2015 0:00,0,0,0.01,0
Kansas City,4/1/2015 0:00,0,0,0.01,0
Monastir,4/1/2015 0:00,0,0,0,0
Milwaukee,4/1/2015 0:00,0,0,0,0
Monroe,4/1/2015 0:00,0,0,0,0
Montpellier,4/1/2015 0:00,0,0,0.01,0
Marseille,4/1/2015 0:00,0,0,0.05,0
Mauritius,4/1/2015 0:00,0,0,0,0
Minneapolis,4/1/2015 0:00,0,0,0,0
Naples,4/1/2015 0:00,0,0,0,0
Nice,4/1/2015 0:00,0,0,0.05,0
Nantes,4/1/2015 0:00,0,0,0.01,0
Oklahoma City,4/1/2015 0:00,0,0,0.04,0
Omaha,4/1/2015 0:00,0,0,0,0
Norfolk,4/1/2015 0:00,0,0,0.02,0
Oran,4/1/2015 0:00,0,0,0,0
Paphos,4/1/2015 0:00,0,0,0,0
Perpignan,4/1/2015 0:00,0,0,0,0
Philadelphia,4/1/2015 0:00,0,0,0.02,0
Pittsburgh,4/1/2015 0:00,0,0,0,0
Palma de Mallorca,4/1/2015 0:00,0,0,0.05,0
Palermo,4/1/2015 0:00,0,0,0,0
Pau,4/1/2015 0:00,0,0,0,0
Providence,4/1/2015 0:00,0,0,0,0
Setif,4/1/2015 0:00,0,0,0,0
Richmond,4/1/2015 0:00,0,0,0.02,0
"Rochester, NY, US",4/1/2015 0:00,0,0,0,0
Saba,4/1/2015 0:00,0,0,0,0
Savannah,4/1/2015 0:00,0,0,0.03,0
Louisville,4/1/2015 0:00,0,0,0.02,0
Seattle,4/1/2015 0:00,0,0,0,0
Salt Lake City,4/1/2015 0:00,0,0,0,0
Sharm el-Sheikh,4/1/2015 0:00,0,0,0,0
St. Louis,4/1/2015 0:00,0,0,0.04,0
Lamezia Terme,4/1/2015 0:00,0,0,0,0
Strasbourg,4/1/2015 0:00,0,0,0,0
Syracuse,4/1/2015 0:00,0,0,0,0
Toulon,4/1/2015 0:00,0,0,0.02,0
Toulouse,4/1/2015 0:00,0,0,0,0
Venice,4/1/2015 0:00,0,0,0,0
Tunis,4/1/2015 0:00,0,0,0.01,0
Knoxville,4/1/2015 0:00,0,0,0.01,0
Valencia,4/1/2015 0:00,0,0,0.01,0
Springdale,4/1/2015 0:00,0,0,0.01,0
Ottawa,4/1/2015 0:00,0,0,0,0
Quebec City,4/1/2015 0:00,0,0,0,0
Toronto,4/1/2015 0:00,0,0,0,0
Montreal,4/1/2015 0:00,0,0,0,0
Zakinthos,4/1/2015 0:00,0,0,0,0
Annaba,5/1/2015 0:00,0,0,0,0
Anapa,5/1/2015 0:00,0,0,0,0
Atlantic City,5/1/2015 0:00,0,0,0.02,0
Ajaccio,5/1/2015 0:00,0,0,0.03,0
Algiers,5/1/2015 0:00,0,0,0.01,0
Amsterdam,5/1/2015 0:00,0,0,0.05,0
Antalya,5/1/2015 0:00,0,0,0,0
Hartford,5/1/2015 0:00,0,0,0.02,0
Brest,5/1/2015 0:00,0,0,0.01,0
Bastia,5/1/2015 0:00,0,0,0.03,0
Bilbao,5/1/2015 0:00,0,0,0.01,0
Biarritz,5/1/2015 0:00,0,0,0.01,0
Bejaia,5/1/2015 0:00,0,0,0,0
Bodrum,5/1/2015 0:00,0,0,0,0
Batna,5/1/2015 0:00,0,0,0,0
Bordeaux,5/1/2015 0:00,0,0,0.03,0
Bari,5/1/2015 0:00,0,0,0.01,0
Biskra,5/1/2015 0:00,0,0,0,0
Basel,5/1/2015 0:00,0,0,0,0
